,station id,latitude,longitude,Arrivals_true,Departures_true,name,arrivals_characteristic,departures_characteristic
236,3467,40.72494672,-74.00165856,95.87545788,101.4798535,W Broadway & Spring Street,505.86669997851305,527.2680483558207
237,79,40.71911552,-74.00666661,76.27106227,77.17582418,Franklin St & W Broadway,449.2554527534702,456.9331519729327
238,3389,40.6830456,-74.00348559,27.62271062,29.02197802,Carroll St & Columbia St,77.3855966823545,80.7938617973375
239,3080,40.70934000000001,-73.95608,28.87545788,28.56410256,S 4 St & Rodney St,96.02868186486813,94.36924892032451
240,296,40.71413089,-73.99704679999998,93.4981685,95.87179487,Division St & Bowery,449.2509612208209,457.9502359997526
241,3474,40.72525570000001,-74.00412083,107.50549450000001,109.8205128,6 Ave & Spring St,472.40353165541256,485.9205975970321
242,532,40.710451,-73.960876,108.4395604,99.16849817,S 5 Pl & S 5 St,350.88766299268855,322.1600243750654
243,376,40.70862144,-74.00722156,63.17216117,63.49816850000001,John St & William St,557.8002311077169,560.8477594259647
244,128,40.72710258,-74.00297088,171.43589740000004,175.4761905,MacDougal St & Prince St,634.0530387636943,650.1081135550368
245,151,40.72210379,-73.99724901,202.66666669999998,203.3736264,Cleveland Pl & Spring St,865.1898392424404,869.5479603167818
246,534,40.70255065,-74.0127234,58.71428571,59.17948718,Water - Whitehall Plaza,364.5054870291319,375.2453393965952
247,3258,40.75018156,-74.00218427,146.4395604,147.45054950000005,W 27 St & 10 Ave,620.6531088746543,629.4830116662276
248,150,40.720873600000004,-73.98085795,79.996337,89.77289377,E 2 St & Avenue C,507.37565329078643,550.5068579412188
249,252,40.73226398,-73.99852205,97.06227106,98.29304029,MacDougal St & Washington Sq,743.563412256958,754.5774065686819
250,351,40.70530954,-74.00612572,73.64468864,75.05128205,Front St & Maiden Ln,546.1102924160984,554.7960908243369
251,3411,40.6849668,-73.98620772,36.37362637,36.76556777,Bond St & Bergen St,150.54329476054772,152.65980562138031
252,306,40.70823502,-74.00530063,54.78754579,54.93040293,Cliff St & Fulton St_1,451.0767232488555,453.7754571786024
253,3298,40.686371,-73.99383324,33.96703297,34.47985348,Warren St & Court St,212.98629349886232,217.46402245469957
254,433,40.72955361,-73.98057249,148.3626374,138.1868132,E 13 St & Avenue A,698.5594432064618,683.6792158101741
255,412,40.71581550000001,-73.99422366,119.96337,120.989011,Forsyth St & Canal St,614.8213476002404,618.9928982334038
256,432,40.72621788,-73.98379855,178.4871795,165.043956,E 7 St & Avenue A,947.0375994475437,918.6485712319609
257,502,40.714215,-73.981346,89.34432234,89.82783883,Henry St & Grand St,315.0149867710414,307.62334349373845
258,3076,40.70870368,-73.9448625,33.44688645,33.66666667,Scholes St & Manhattan Ave,114.36693086684306,115.15830310973341
259,3077,40.70877084,-73.95095259,36.64835165,36.31501832,Stagg St & Union Ave,107.29563901187177,106.56697544362005
260,265,40.72229346,-73.99147535,130.96337,133.1575092,Stanton St & Chrystie St,824.7642874151936,835.2836323791564
261,3100,40.72481256,-73.94752622,37.55677656,37.90842491,Nassau Ave & Newell St,139.27570892479045,140.09794257035492
262,315,40.70355377,-74.00670227,139.87545790000001,141.8241758,South St & Gouverneur Ln,532.5814233277105,540.2694738890971
263,2003,40.73381219,-73.98054421,132.77289380000002,132.77289380000002,1 Ave & E 18 St,550.1900239692905,550.668791820124
264,310,40.68926942,-73.98912867,49.22710623,50.76556777,State St & Smith St,303.53485040613526,310.58738267167223
265,254,40.73532427,-73.99800419,90.91575092,91.26373626,W 11 St & 6 Ave,645.0559042289475,650.2954930239272
266,481,40.71260486,-73.96264403,63.51648352,57.81318681,S 3 St & Bedford Ave,345.7677736239215,325.08729946524403
